sighting_id,registration,timestamp,location,camera_id,direction,record_nonce
ANPR00062-000,MH02JJ0123,2025-02-17T04:00:00+00:00,"Metro Junction Mall, Kalyan",CAM-002,INBOUND,E-0062|CR-2006|evidence/CR-2006/CR-2006_ANPR_03.csv
ANPR00062-001,MH02KK4567,2025-02-17T06:00:00+00:00,"A-7, Saki Naka, Andheri East",CAM-003,OUTBOUND,E-0062|CR-2006|evidence/CR-2006/CR-2006_ANPR_03.csv
ANPR00062-002,MH02LL8901,2025-02-17T08:00:00+00:00,"21, Marine Drive",CAM-004,INBOUND,E-0062|CR-2006|evidence/CR-2006/CR-2006_ANPR_03.csv
ANPR00062-003,MH02MM2345,2025-02-17T10:00:00+00:00,"Godown No. 3, Taloja MIDC",CAM-005,OUTBOUND,E-0062|CR-2006|evidence/CR-2006/CR-2006_ANPR_03.csv
ANPR00062-004,MH02NN6789,2025-02-17T12:00:00+00:00,Charni Road Garden,CAM-006,INBOUND,E-0062|CR-2006|evidence/CR-2006/CR-2006_ANPR_03.csv
ANPR00062-005,MH02OO0123,2025-02-17T14:00:00+00:00,"Malad Mindspace, Building 4",CAM-007,OUTBOUND,E-0062|CR-2006|evidence/CR-2006/CR-2006_ANPR_03.csv
ANPR00062-006,MH02PP4567,2025-02-17T16:00:00+00:00,"LBS Marg, Kurla West",CAM-008,INBOUND,E-0062|CR-2006|evidence/CR-2006/CR-2006_ANPR_03.csv
ANPR00062-007,MH02QQ8901,2025-02-17T18:00:00+00:00,"Express Highway Toll Plaza, Vashi",CAM-009,OUTBOUND,E-0062|CR-2006|evidence/CR-2006/CR-2006_ANPR_03.csv
ANPR00062-008,MH02RR2345,2025-02-17T20:00:00+00:00,"R City Mall, Ghatkopar West",CAM-000,INBOUND,E-0062|CR-2006|evidence/CR-2006/CR-2006_ANPR_03.csv
ANPR00062-009,MH02SS6789,2025-02-17T22:00:00+00:00,Bandra-Worli Sea Link Toll,CAM-001,OUTBOUND,E-0062|CR-2006|evidence/CR-2006/CR-2006_ANPR_03.csv
ANPR00062-010,MH02TT0123,2025-02-18T00:00:00+00:00,"Hotel Sahara Star, Vile Parle",CAM-002,INBOUND,E-0062|CR-2006|evidence/CR-2006/CR-2006_ANPR_03.csv
ANPR00062-011,MH02UU4567,2025-02-18T02:00:00+00:00,"Dharavi Redevelopment Site, Sector 4",CAM-003,OUTBOUND,E-0062|CR-2006|evidence/CR-2006/CR-2006_ANPR_03.csv
ANPR00062-012,MH02VV8901,2025-02-18T04:00:00+00:00,Chhatrapati Shivaji Maharaj International Airport,CAM-004,INBOUND,E-0062|CR-2006|evidence/CR-2006/CR-2006_ANPR_03.csv
ANPR00062-013,MH02WW2345,2025-02-18T06:00:00+00:00,Mumbai Central Railway Station,CAM-005,OUTBOUND,E-0062|CR-2006|evidence/CR-2006/CR-2006_ANPR_03.csv
ANPR00062-014,MH02XX6789,2025-02-18T08:00:00+00:00,Byculla Jail Visiting Area,CAM-006,INBOUND,E-0062|CR-2006|evidence/CR-2006/CR-2006_ANPR_03.csv
ANPR00062-015,MH02YY0123,2025-02-18T10:00:00+00:00,"Axis Bank Branch, Fort Area",CAM-007,OUTBOUND,E-0062|CR-2006|evidence/CR-2006/CR-2006_ANPR_03.csv
ANPR00062-016,MH02ZZ4567,2025-02-18T12:00:00+00:00,"HDFC Bank, Colaba Causeway",CAM-008,INBOUND,E-0062|CR-2006|evidence/CR-2006/CR-2006_ANPR_03.csv
ANPR00062-017,MH02AAA890,2025-02-18T14:00:00+00:00,"ICICI Bank, Andheri Lokhandwala",CAM-009,OUTBOUND,E-0062|CR-2006|evidence/CR-2006/CR-2006_ANPR_03.csv
ANPR00062-018,MH02AB1234,2025-02-18T16:00:00+00:00,"SBI Main Branch, Ballard Estate",CAM-000,INBOUND,E-0062|CR-2006|evidence/CR-2006/CR-2006_ANPR_03.csv
ANPR00062-019,MH02CD5678,2025-02-18T18:00:00+00:00,"Yes Bank, BKC Branch",CAM-001,OUTBOUND,E-0062|CR-2006|evidence/CR-2006/CR-2006_ANPR_03.csv

# CrimeLink Demo Dataset v2 — SYNTHETIC data. Not real records.
