clip_id,camera_location,timestamp_start,timestamp_end,persons_observed,vehicle_reg,record_nonce
CCTV0066-000,Bandra-Worli Sea Link Toll,2025-02-17T17:48:00+00:00,2025-02-17T17:50:00+00:00,12,MH02QQ8901,E-0066|CR-2006|evidence/CR-2006/CR-2006_CCTV_07.csv
CCTV0066-001,"Hotel Sahara Star, Vile Parle",2025-02-17T18:06:00+00:00,2025-02-17T18:08:00+00:00,12,,E-0066|CR-2006|evidence/CR-2006/CR-2006_CCTV_07.csv
CCTV0066-002,"Dharavi Redevelopment Site, Sector 4",2025-02-17T18:24:00+00:00,2025-02-17T18:26:00+00:00,12,MH02SS6789,E-0066|CR-2006|evidence/CR-2006/CR-2006_CCTV_07.csv
CCTV0066-003,Chhatrapati Shivaji Maharaj International Airport,2025-02-17T18:42:00+00:00,2025-02-17T18:44:00+00:00,12,,E-0066|CR-2006|evidence/CR-2006/CR-2006_CCTV_07.csv
CCTV0066-004,Mumbai Central Railway Station,2025-02-17T19:00:00+00:00,2025-02-17T19:02:00+00:00,12,MH02UU4567,E-0066|CR-2006|evidence/CR-2006/CR-2006_CCTV_07.csv
CCTV0066-005,Byculla Jail Visiting Area,2025-02-17T19:18:00+00:00,2025-02-17T19:20:00+00:00,unknown,,E-0066|CR-2006|evidence/CR-2006/CR-2006_CCTV_07.csv
CCTV0066-006,"Axis Bank Branch, Fort Area",2025-02-17T19:36:00+00:00,2025-02-17T19:38:00+00:00,unknown,MH02WW2345,E-0066|CR-2006|evidence/CR-2006/CR-2006_CCTV_07.csv
CCTV0066-007,"HDFC Bank, Colaba Causeway",2025-02-17T19:54:00+00:00,2025-02-17T19:56:00+00:00,unknown,,E-0066|CR-2006|evidence/CR-2006/CR-2006_CCTV_07.csv
CCTV0066-008,"ICICI Bank, Andheri Lokhandwala",2025-02-17T20:12:00+00:00,2025-02-17T20:14:00+00:00,unknown,MH02YY0123,E-0066|CR-2006|evidence/CR-2006/CR-2006_CCTV_07.csv
CCTV0066-009,"SBI Main Branch, Ballard Estate",2025-02-17T20:30:00+00:00,2025-02-17T20:32:00+00:00,unknown,,E-0066|CR-2006|evidence/CR-2006/CR-2006_CCTV_07.csv
CCTV0066-010,"Yes Bank, BKC Branch",2025-02-17T20:48:00+00:00,2025-02-17T20:50:00+00:00,unknown,MH02AAA890,E-0066|CR-2006|evidence/CR-2006/CR-2006_CCTV_07.csv
CCTV0066-011,"Kotak Mahindra, Lower Parel",2025-02-17T21:06:00+00:00,2025-02-17T21:08:00+00:00,unknown,,E-0066|CR-2006|evidence/CR-2006/CR-2006_CCTV_07.csv
CCTV0066-012,"Casino Paradise, Majestic Hotel",2025-02-17T21:24:00+00:00,2025-02-17T21:26:00+00:00,unknown,MH02CD5678,E-0066|CR-2006|evidence/CR-2006/CR-2006_CCTV_07.csv
CCTV0066-013,"Garage Complex, Sewri",2025-02-17T21:42:00+00:00,2025-02-17T21:44:00+00:00,unknown,,E-0066|CR-2006|evidence/CR-2006/CR-2006_CCTV_07.csv
CCTV0066-014,"A-24, Antop Hill Slum Redevelopment",2025-02-17T22:00:00+00:00,2025-02-17T22:02:00+00:00,unknown,MH02GH3456,E-0066|CR-2006|evidence/CR-2006/CR-2006_CCTV_07.csv

# CrimeLink Demo Dataset v2 — SYNTHETIC data. Not real records.
