sighting_id,registration,timestamp,location,camera_id,direction,record_nonce
ANPR00165-000,MH02KL2345,2025-04-19T18:00:00+00:00,"Godown No. 3, Taloja MIDC",CAM-005,OUTBOUND,E-0165|CR-2014|evidence/CR-2014/CR-2014_ANPR_10.csv
ANPR00165-001,MH02MN6789,2025-04-19T20:00:00+00:00,Charni Road Garden,CAM-006,INBOUND,E-0165|CR-2014|evidence/CR-2014/CR-2014_ANPR_10.csv
ANPR00165-002,MH02OP0123,2025-04-19T22:00:00+00:00,"Malad Mindspace, Building 4",CAM-007,OUTBOUND,E-0165|CR-2014|evidence/CR-2014/CR-2014_ANPR_10.csv
ANPR00165-003,MH02QR4567,2025-04-20T00:00:00+00:00,"LBS Marg, Kurla West",CAM-008,INBOUND,E-0165|CR-2014|evidence/CR-2014/CR-2014_ANPR_10.csv
ANPR00165-004,MH02ST8901,2025-04-20T02:00:00+00:00,"Express Highway Toll Plaza, Vashi",CAM-009,OUTBOUND,E-0165|CR-2014|evidence/CR-2014/CR-2014_ANPR_10.csv
ANPR00165-005,MH02UV2345,2025-04-20T04:00:00+00:00,"R City Mall, Ghatkopar West",CAM-000,INBOUND,E-0165|CR-2014|evidence/CR-2014/CR-2014_ANPR_10.csv
ANPR00165-006,MH02WX6789,2025-04-20T06:00:00+00:00,Bandra-Worli Sea Link Toll,CAM-001,OUTBOUND,E-0165|CR-2014|evidence/CR-2014/CR-2014_ANPR_10.csv
ANPR00165-007,MH02YZ0123,2025-04-20T08:00:00+00:00,"Hotel Sahara Star, Vile Parle",CAM-002,INBOUND,E-0165|CR-2014|evidence/CR-2014/CR-2014_ANPR_10.csv
ANPR00165-008,MH02AA4567,2025-04-20T10:00:00+00:00,"Dharavi Redevelopment Site, Sector 4",CAM-003,OUTBOUND,E-0165|CR-2014|evidence/CR-2014/CR-2014_ANPR_10.csv
ANPR00165-009,MH02BB8901,2025-04-20T12:00:00+00:00,Chhatrapati Shivaji Maharaj International Airport,CAM-004,INBOUND,E-0165|CR-2014|evidence/CR-2014/CR-2014_ANPR_10.csv
ANPR00165-010,MH02CC2345,2025-04-20T14:00:00+00:00,Mumbai Central Railway Station,CAM-005,OUTBOUND,E-0165|CR-2014|evidence/CR-2014/CR-2014_ANPR_10.csv
ANPR00165-011,MH02DD6789,2025-04-20T16:00:00+00:00,Byculla Jail Visiting Area,CAM-006,INBOUND,E-0165|CR-2014|evidence/CR-2014/CR-2014_ANPR_10.csv
ANPR00165-012,MH02EE0123,2025-04-20T18:00:00+00:00,"Axis Bank Branch, Fort Area",CAM-007,OUTBOUND,E-0165|CR-2014|evidence/CR-2014/CR-2014_ANPR_10.csv
ANPR00165-013,MH02FF4567,2025-04-20T20:00:00+00:00,"HDFC Bank, Colaba Causeway",CAM-008,INBOUND,E-0165|CR-2014|evidence/CR-2014/CR-2014_ANPR_10.csv
ANPR00165-014,MH02GG8901,2025-04-20T22:00:00+00:00,"ICICI Bank, Andheri Lokhandwala",CAM-009,OUTBOUND,E-0165|CR-2014|evidence/CR-2014/CR-2014_ANPR_10.csv
ANPR00165-015,MH02HH2345,2025-04-21T00:00:00+00:00,"SBI Main Branch, Ballard Estate",CAM-000,INBOUND,E-0165|CR-2014|evidence/CR-2014/CR-2014_ANPR_10.csv
ANPR00165-016,MH02II6789,2025-04-21T02:00:00+00:00,"Yes Bank, BKC Branch",CAM-001,OUTBOUND,E-0165|CR-2014|evidence/CR-2014/CR-2014_ANPR_10.csv
ANPR00165-017,MH02JJ0123,2025-04-21T04:00:00+00:00,"Kotak Mahindra, Lower Parel",CAM-002,INBOUND,E-0165|CR-2014|evidence/CR-2014/CR-2014_ANPR_10.csv
ANPR00165-018,MH02KK4567,2025-04-21T06:00:00+00:00,"Casino Paradise, Majestic Hotel",CAM-003,OUTBOUND,E-0165|CR-2014|evidence/CR-2014/CR-2014_ANPR_10.csv
ANPR00165-019,MH02LL8901,2025-04-21T08:00:00+00:00,"Garage Complex, Sewri",CAM-004,INBOUND,E-0165|CR-2014|evidence/CR-2014/CR-2014_ANPR_10.csv

# CrimeLink Demo Dataset v2 — SYNTHETIC data. Not real records.
