clip_id,camera_location,timestamp_start,timestamp_end,persons_observed,vehicle_reg,record_nonce
CCTV0191-000,MRA Marg Police Station,2025-04-30T07:18:00+00:00,2025-04-30T07:20:00+00:00,11,MH02VV8901,E-0191|CR-2016|evidence/CR-2016/CR-2016_CCTV_12.csv
CCTV0191-001,"Crime Branch Unit 3, Crawford Market",2025-04-30T07:36:00+00:00,2025-04-30T07:38:00+00:00,11,,E-0191|CR-2016|evidence/CR-2016/CR-2016_CCTV_12.csv
CCTV0191-002,"Forensic Science Lab, Kalina",2025-04-30T07:54:00+00:00,2025-04-30T07:56:00+00:00,11,MH02XX6789,E-0191|CR-2016|evidence/CR-2016/CR-2016_CCTV_12.csv
CCTV0191-003,"Customs Warehouse, JNPT",2025-04-30T08:12:00+00:00,2025-04-30T08:14:00+00:00,11,,E-0191|CR-2016|evidence/CR-2016/CR-2016_CCTV_12.csv
CCTV0191-004,"12, Sector 17, Navi Mumbai",2025-04-30T08:30:00+00:00,2025-04-30T08:32:00+00:00,11,MH02ZZ4567,E-0191|CR-2016|evidence/CR-2016/CR-2016_CCTV_12.csv
CCTV0191-005,"B-44, Andheri West, Mumbai",2025-04-30T08:48:00+00:00,2025-04-30T08:50:00+00:00,unknown,,E-0191|CR-2016|evidence/CR-2016/CR-2016_CCTV_12.csv
CCTV0191-006,"Flat 301, Bandra Kurla Complex",2025-04-30T09:06:00+00:00,2025-04-30T09:08:00+00:00,unknown,MH02AB1234,E-0191|CR-2016|evidence/CR-2016/CR-2016_CCTV_12.csv
CCTV0191-007,"Warehouse No. 7, Wadala Truck Terminal",2025-04-30T09:24:00+00:00,2025-04-30T09:26:00+00:00,unknown,,E-0191|CR-2016|evidence/CR-2016/CR-2016_CCTV_12.csv
CCTV0191-008,"Royal Palms, Goregaon East",2025-04-30T09:42:00+00:00,2025-04-30T09:44:00+00:00,unknown,MH02EF9012,E-0191|CR-2016|evidence/CR-2016/CR-2016_CCTV_12.csv
CCTV0191-009,"C-15, Dadar West",2025-04-30T10:00:00+00:00,2025-04-30T10:02:00+00:00,unknown,,E-0191|CR-2016|evidence/CR-2016/CR-2016_CCTV_12.csv
CCTV0191-010,"Shop No. 22, Crawford Market",2025-04-30T10:18:00+00:00,2025-04-30T10:20:00+00:00,unknown,MH02IJ7890,E-0191|CR-2016|evidence/CR-2016/CR-2016_CCTV_12.csv
CCTV0191-011,"Hotel Sea View, Juhu Tara Road",2025-04-30T10:36:00+00:00,2025-04-30T10:38:00+00:00,unknown,,E-0191|CR-2016|evidence/CR-2016/CR-2016_CCTV_12.csv
CCTV0191-012,"Parking Lot B, Chhatrapati Shivaji Terminus",2025-04-30T10:54:00+00:00,2025-04-30T10:56:00+00:00,unknown,MH02MN6789,E-0191|CR-2016|evidence/CR-2016/CR-2016_CCTV_12.csv
CCTV0191-013,"A/5, MIDC Andheri",2025-04-30T11:12:00+00:00,2025-04-30T11:14:00+00:00,unknown,,E-0191|CR-2016|evidence/CR-2016/CR-2016_CCTV_12.csv
CCTV0191-014,"B-102, Powai Lake View Apartments",2025-04-30T11:30:00+00:00,2025-04-30T11:32:00+00:00,unknown,MH02QR4567,E-0191|CR-2016|evidence/CR-2016/CR-2016_CCTV_12.csv

# CrimeLink Demo Dataset v2 — SYNTHETIC data. Not real records.
