sighting_id,registration,timestamp,location,camera_id,direction,record_nonce
ANPR00143-000,MH02KK4567,2025-04-05T22:00:00+00:00,Bandra Reclamation Promenade,CAM-003,OUTBOUND,E-0143|CR-2012|evidence/CR-2012/CR-2012_ANPR_12.csv
ANPR00143-001,MH02LL8901,2025-04-06T00:00:00+00:00,Mahalaxmi Race Course,CAM-004,INBOUND,E-0143|CR-2012|evidence/CR-2012/CR-2012_ANPR_12.csv
ANPR00143-002,MH02MM2345,2025-04-06T02:00:00+00:00,"BMC Ward Office, H West",CAM-005,OUTBOUND,E-0143|CR-2012|evidence/CR-2012/CR-2012_ANPR_12.csv
ANPR00143-003,MH02NN6789,2025-04-06T04:00:00+00:00,MRA Marg Police Station,CAM-006,INBOUND,E-0143|CR-2012|evidence/CR-2012/CR-2012_ANPR_12.csv
ANPR00143-004,MH02OO0123,2025-04-06T06:00:00+00:00,"Crime Branch Unit 3, Crawford Market",CAM-007,OUTBOUND,E-0143|CR-2012|evidence/CR-2012/CR-2012_ANPR_12.csv
ANPR00143-005,MH02PP4567,2025-04-06T08:00:00+00:00,"Forensic Science Lab, Kalina",CAM-008,INBOUND,E-0143|CR-2012|evidence/CR-2012/CR-2012_ANPR_12.csv
ANPR00143-006,MH02QQ8901,2025-04-06T10:00:00+00:00,"Customs Warehouse, JNPT",CAM-009,OUTBOUND,E-0143|CR-2012|evidence/CR-2012/CR-2012_ANPR_12.csv
ANPR00143-007,MH02RR2345,2025-04-06T12:00:00+00:00,"12, Sector 17, Navi Mumbai",CAM-000,INBOUND,E-0143|CR-2012|evidence/CR-2012/CR-2012_ANPR_12.csv
ANPR00143-008,MH02SS6789,2025-04-06T14:00:00+00:00,"B-44, Andheri West, Mumbai",CAM-001,OUTBOUND,E-0143|CR-2012|evidence/CR-2012/CR-2012_ANPR_12.csv
ANPR00143-009,MH02TT0123,2025-04-06T16:00:00+00:00,"Flat 301, Bandra Kurla Complex",CAM-002,INBOUND,E-0143|CR-2012|evidence/CR-2012/CR-2012_ANPR_12.csv
ANPR00143-010,MH02UU4567,2025-04-06T18:00:00+00:00,"Warehouse No. 7, Wadala Truck Terminal",CAM-003,OUTBOUND,E-0143|CR-2012|evidence/CR-2012/CR-2012_ANPR_12.csv
ANPR00143-011,MH02VV8901,2025-04-06T20:00:00+00:00,"Royal Palms, Goregaon East",CAM-004,INBOUND,E-0143|CR-2012|evidence/CR-2012/CR-2012_ANPR_12.csv
ANPR00143-012,MH02WW2345,2025-04-06T22:00:00+00:00,"C-15, Dadar West",CAM-005,OUTBOUND,E-0143|CR-2012|evidence/CR-2012/CR-2012_ANPR_12.csv
ANPR00143-013,MH02XX6789,2025-04-07T00:00:00+00:00,"Shop No. 22, Crawford Market",CAM-006,INBOUND,E-0143|CR-2012|evidence/CR-2012/CR-2012_ANPR_12.csv
ANPR00143-014,MH02YY0123,2025-04-07T02:00:00+00:00,"Hotel Sea View, Juhu Tara Road",CAM-007,OUTBOUND,E-0143|CR-2012|evidence/CR-2012/CR-2012_ANPR_12.csv
ANPR00143-015,MH02ZZ4567,2025-04-07T04:00:00+00:00,"Parking Lot B, Chhatrapati Shivaji Terminus",CAM-008,INBOUND,E-0143|CR-2012|evidence/CR-2012/CR-2012_ANPR_12.csv
ANPR00143-016,MH02AAA890,2025-04-07T06:00:00+00:00,"A/5, MIDC Andheri",CAM-009,OUTBOUND,E-0143|CR-2012|evidence/CR-2012/CR-2012_ANPR_12.csv
ANPR00143-017,MH02AB1234,2025-04-07T08:00:00+00:00,"B-102, Powai Lake View Apartments",CAM-000,INBOUND,E-0143|CR-2012|evidence/CR-2012/CR-2012_ANPR_12.csv
ANPR00143-018,MH02CD5678,2025-04-07T10:00:00+00:00,"Linking Road, Bandra West",CAM-001,OUTBOUND,E-0143|CR-2012|evidence/CR-2012/CR-2012_ANPR_12.csv
ANPR00143-019,MH02EF9012,2025-04-07T12:00:00+00:00,"Metro Junction Mall, Kalyan",CAM-002,INBOUND,E-0143|CR-2012|evidence/CR-2012/CR-2012_ANPR_12.csv

# CrimeLink Demo Dataset v2 — SYNTHETIC data. Not real records.
