clip_id,camera_location,timestamp_start,timestamp_end,persons_observed,vehicle_reg,record_nonce
CCTV0099-000,"Royal Palms, Goregaon East",2025-03-08T03:42:00+00:00,2025-03-08T03:44:00+00:00,10,MH02JJ0123,E-0099|CR-2009|evidence/CR-2009/CR-2009_CCTV_04.csv
CCTV0099-001,"C-15, Dadar West",2025-03-08T04:00:00+00:00,2025-03-08T04:02:00+00:00,10,,E-0099|CR-2009|evidence/CR-2009/CR-2009_CCTV_04.csv
CCTV0099-002,"Shop No. 22, Crawford Market",2025-03-08T04:18:00+00:00,2025-03-08T04:20:00+00:00,10,MH02LL8901,E-0099|CR-2009|evidence/CR-2009/CR-2009_CCTV_04.csv
CCTV0099-003,"Hotel Sea View, Juhu Tara Road",2025-03-08T04:36:00+00:00,2025-03-08T04:38:00+00:00,10,,E-0099|CR-2009|evidence/CR-2009/CR-2009_CCTV_04.csv
CCTV0099-004,"Parking Lot B, Chhatrapati Shivaji Terminus",2025-03-08T04:54:00+00:00,2025-03-08T04:56:00+00:00,10,MH02NN6789,E-0099|CR-2009|evidence/CR-2009/CR-2009_CCTV_04.csv
CCTV0099-005,"A/5, MIDC Andheri",2025-03-08T05:12:00+00:00,2025-03-08T05:14:00+00:00,unknown,,E-0099|CR-2009|evidence/CR-2009/CR-2009_CCTV_04.csv
CCTV0099-006,"B-102, Powai Lake View Apartments",2025-03-08T05:30:00+00:00,2025-03-08T05:32:00+00:00,unknown,MH02PP4567,E-0099|CR-2009|evidence/CR-2009/CR-2009_CCTV_04.csv
CCTV0099-007,"Linking Road, Bandra West",2025-03-08T05:48:00+00:00,2025-03-08T05:50:00+00:00,unknown,,E-0099|CR-2009|evidence/CR-2009/CR-2009_CCTV_04.csv
CCTV0099-008,"Metro Junction Mall, Kalyan",2025-03-08T06:06:00+00:00,2025-03-08T06:08:00+00:00,unknown,MH02RR2345,E-0099|CR-2009|evidence/CR-2009/CR-2009_CCTV_04.csv
CCTV0099-009,"A-7, Saki Naka, Andheri East",2025-03-08T06:24:00+00:00,2025-03-08T06:26:00+00:00,unknown,,E-0099|CR-2009|evidence/CR-2009/CR-2009_CCTV_04.csv
CCTV0099-010,"21, Marine Drive",2025-03-08T06:42:00+00:00,2025-03-08T06:44:00+00:00,unknown,MH02TT0123,E-0099|CR-2009|evidence/CR-2009/CR-2009_CCTV_04.csv
CCTV0099-011,"Godown No. 3, Taloja MIDC",2025-03-08T07:00:00+00:00,2025-03-08T07:02:00+00:00,unknown,,E-0099|CR-2009|evidence/CR-2009/CR-2009_CCTV_04.csv
CCTV0099-012,Charni Road Garden,2025-03-08T07:18:00+00:00,2025-03-08T07:20:00+00:00,unknown,MH02VV8901,E-0099|CR-2009|evidence/CR-2009/CR-2009_CCTV_04.csv
CCTV0099-013,"Malad Mindspace, Building 4",2025-03-08T07:36:00+00:00,2025-03-08T07:38:00+00:00,unknown,,E-0099|CR-2009|evidence/CR-2009/CR-2009_CCTV_04.csv
CCTV0099-014,"LBS Marg, Kurla West",2025-03-08T07:54:00+00:00,2025-03-08T07:56:00+00:00,unknown,MH02XX6789,E-0099|CR-2009|evidence/CR-2009/CR-2009_CCTV_04.csv

# CrimeLink Demo Dataset v2 — SYNTHETIC data. Not real records.
