sighting_id,registration,timestamp,location,camera_id,direction,record_nonce
ANPR00264-000,MH02LL8901,2025-07-01T00:00:00+00:00,"21, Marine Drive",CAM-004,INBOUND,E-0264|CR-2023|evidence/CR-2023/CR-2023_ANPR_01.csv
ANPR00264-001,MH02MM2345,2025-07-01T02:00:00+00:00,"Godown No. 3, Taloja MIDC",CAM-005,OUTBOUND,E-0264|CR-2023|evidence/CR-2023/CR-2023_ANPR_01.csv
ANPR00264-002,MH02NN6789,2025-07-01T04:00:00+00:00,Charni Road Garden,CAM-006,INBOUND,E-0264|CR-2023|evidence/CR-2023/CR-2023_ANPR_01.csv
ANPR00264-003,MH02OO0123,2025-07-01T06:00:00+00:00,"Malad Mindspace, Building 4",CAM-007,OUTBOUND,E-0264|CR-2023|evidence/CR-2023/CR-2023_ANPR_01.csv
ANPR00264-004,MH02PP4567,2025-07-01T08:00:00+00:00,"LBS Marg, Kurla West",CAM-008,INBOUND,E-0264|CR-2023|evidence/CR-2023/CR-2023_ANPR_01.csv
ANPR00264-005,MH02QQ8901,2025-07-01T10:00:00+00:00,"Express Highway Toll Plaza, Vashi",CAM-009,OUTBOUND,E-0264|CR-2023|evidence/CR-2023/CR-2023_ANPR_01.csv
ANPR00264-006,MH02RR2345,2025-07-01T12:00:00+00:00,"R City Mall, Ghatkopar West",CAM-000,INBOUND,E-0264|CR-2023|evidence/CR-2023/CR-2023_ANPR_01.csv
ANPR00264-007,MH02SS6789,2025-07-01T14:00:00+00:00,Bandra-Worli Sea Link Toll,CAM-001,OUTBOUND,E-0264|CR-2023|evidence/CR-2023/CR-2023_ANPR_01.csv
ANPR00264-008,MH02TT0123,2025-07-01T16:00:00+00:00,"Hotel Sahara Star, Vile Parle",CAM-002,INBOUND,E-0264|CR-2023|evidence/CR-2023/CR-2023_ANPR_01.csv
ANPR00264-009,MH02UU4567,2025-07-01T18:00:00+00:00,"Dharavi Redevelopment Site, Sector 4",CAM-003,OUTBOUND,E-0264|CR-2023|evidence/CR-2023/CR-2023_ANPR_01.csv
ANPR00264-010,MH02VV8901,2025-07-01T20:00:00+00:00,Chhatrapati Shivaji Maharaj International Airport,CAM-004,INBOUND,E-0264|CR-2023|evidence/CR-2023/CR-2023_ANPR_01.csv
ANPR00264-011,MH02WW2345,2025-07-01T22:00:00+00:00,Mumbai Central Railway Station,CAM-005,OUTBOUND,E-0264|CR-2023|evidence/CR-2023/CR-2023_ANPR_01.csv
ANPR00264-012,MH02XX6789,2025-07-02T00:00:00+00:00,Byculla Jail Visiting Area,CAM-006,INBOUND,E-0264|CR-2023|evidence/CR-2023/CR-2023_ANPR_01.csv
ANPR00264-013,MH02YY0123,2025-07-02T02:00:00+00:00,"Axis Bank Branch, Fort Area",CAM-007,OUTBOUND,E-0264|CR-2023|evidence/CR-2023/CR-2023_ANPR_01.csv
ANPR00264-014,MH02ZZ4567,2025-07-02T04:00:00+00:00,"HDFC Bank, Colaba Causeway",CAM-008,INBOUND,E-0264|CR-2023|evidence/CR-2023/CR-2023_ANPR_01.csv
ANPR00264-015,MH02AAA890,2025-07-02T06:00:00+00:00,"ICICI Bank, Andheri Lokhandwala",CAM-009,OUTBOUND,E-0264|CR-2023|evidence/CR-2023/CR-2023_ANPR_01.csv
ANPR00264-016,MH02AB1234,2025-07-02T08:00:00+00:00,"SBI Main Branch, Ballard Estate",CAM-000,INBOUND,E-0264|CR-2023|evidence/CR-2023/CR-2023_ANPR_01.csv
ANPR00264-017,MH02CD5678,2025-07-02T10:00:00+00:00,"Yes Bank, BKC Branch",CAM-001,OUTBOUND,E-0264|CR-2023|evidence/CR-2023/CR-2023_ANPR_01.csv
ANPR00264-018,MH02EF9012,2025-07-02T12:00:00+00:00,"Kotak Mahindra, Lower Parel",CAM-002,INBOUND,E-0264|CR-2023|evidence/CR-2023/CR-2023_ANPR_01.csv
ANPR00264-019,MH02GH3456,2025-07-02T14:00:00+00:00,"Casino Paradise, Majestic Hotel",CAM-003,OUTBOUND,E-0264|CR-2023|evidence/CR-2023/CR-2023_ANPR_01.csv

# CrimeLink Demo Dataset v2 — SYNTHETIC data. Not real records.
