clip_id,camera_location,timestamp_start,timestamp_end,persons_observed,vehicle_reg,record_nonce
CCTV0235-000,Versova Jetty,2025-05-24T20:30:00+00:00,2025-05-24T20:32:00+00:00,12,MH02ZZ4567,E-0235|CR-2020|evidence/CR-2020/CR-2020_CCTV_08.csv
CCTV0235-001,"Dockyard Road, Yellow Gate",2025-05-24T20:48:00+00:00,2025-05-24T20:50:00+00:00,12,,E-0235|CR-2020|evidence/CR-2020/CR-2020_CCTV_08.csv
CCTV0235-002,St. Xavier's College Campus,2025-05-24T21:06:00+00:00,2025-05-24T21:08:00+00:00,12,MH02AB1234,E-0235|CR-2020|evidence/CR-2020/CR-2020_CCTV_08.csv
CCTV0235-003,Bandra Reclamation Promenade,2025-05-24T21:24:00+00:00,2025-05-24T21:26:00+00:00,12,,E-0235|CR-2020|evidence/CR-2020/CR-2020_CCTV_08.csv
CCTV0235-004,Mahalaxmi Race Course,2025-05-24T21:42:00+00:00,2025-05-24T21:44:00+00:00,12,MH02EF9012,E-0235|CR-2020|evidence/CR-2020/CR-2020_CCTV_08.csv
CCTV0235-005,"BMC Ward Office, H West",2025-05-24T22:00:00+00:00,2025-05-24T22:02:00+00:00,unknown,,E-0235|CR-2020|evidence/CR-2020/CR-2020_CCTV_08.csv
CCTV0235-006,MRA Marg Police Station,2025-05-24T22:18:00+00:00,2025-05-24T22:20:00+00:00,unknown,MH02IJ7890,E-0235|CR-2020|evidence/CR-2020/CR-2020_CCTV_08.csv
CCTV0235-007,"Crime Branch Unit 3, Crawford Market",2025-05-24T22:36:00+00:00,2025-05-24T22:38:00+00:00,unknown,,E-0235|CR-2020|evidence/CR-2020/CR-2020_CCTV_08.csv
CCTV0235-008,"Forensic Science Lab, Kalina",2025-05-24T22:54:00+00:00,2025-05-24T22:56:00+00:00,unknown,MH02MN6789,E-0235|CR-2020|evidence/CR-2020/CR-2020_CCTV_08.csv
CCTV0235-009,"Customs Warehouse, JNPT",2025-05-24T23:12:00+00:00,2025-05-24T23:14:00+00:00,unknown,,E-0235|CR-2020|evidence/CR-2020/CR-2020_CCTV_08.csv
CCTV0235-010,"12, Sector 17, Navi Mumbai",2025-05-24T23:30:00+00:00,2025-05-24T23:32:00+00:00,unknown,MH02QR4567,E-0235|CR-2020|evidence/CR-2020/CR-2020_CCTV_08.csv
CCTV0235-011,"B-44, Andheri West, Mumbai",2025-05-24T23:48:00+00:00,2025-05-24T23:50:00+00:00,unknown,,E-0235|CR-2020|evidence/CR-2020/CR-2020_CCTV_08.csv
CCTV0235-012,"Flat 301, Bandra Kurla Complex",2025-05-25T00:06:00+00:00,2025-05-25T00:08:00+00:00,unknown,MH02UV2345,E-0235|CR-2020|evidence/CR-2020/CR-2020_CCTV_08.csv
CCTV0235-013,"Warehouse No. 7, Wadala Truck Terminal",2025-05-25T00:24:00+00:00,2025-05-25T00:26:00+00:00,unknown,,E-0235|CR-2020|evidence/CR-2020/CR-2020_CCTV_08.csv
CCTV0235-014,"Royal Palms, Goregaon East",2025-05-25T00:42:00+00:00,2025-05-25T00:44:00+00:00,unknown,MH02YZ0123,E-0235|CR-2020|evidence/CR-2020/CR-2020_CCTV_08.csv

# CrimeLink Demo Dataset v2 — SYNTHETIC data. Not real records.
