clip_id,camera_location,timestamp_start,timestamp_end,persons_observed,vehicle_reg,record_nonce
CCTV0011-000,Charni Road Garden,2025-01-13T01:18:00+00:00,2025-01-13T01:20:00+00:00,13,MH02BB8901,E-0011|CR-2001|evidence/CR-2001/CR-2001_CCTV_12.csv
CCTV0011-001,"Malad Mindspace, Building 4",2025-01-13T01:36:00+00:00,2025-01-13T01:38:00+00:00,13,,E-0011|CR-2001|evidence/CR-2001/CR-2001_CCTV_12.csv
CCTV0011-002,"LBS Marg, Kurla West",2025-01-13T01:54:00+00:00,2025-01-13T01:56:00+00:00,13,MH02DD6789,E-0011|CR-2001|evidence/CR-2001/CR-2001_CCTV_12.csv
CCTV0011-003,"Express Highway Toll Plaza, Vashi",2025-01-13T02:12:00+00:00,2025-01-13T02:14:00+00:00,13,,E-0011|CR-2001|evidence/CR-2001/CR-2001_CCTV_12.csv
CCTV0011-004,"R City Mall, Ghatkopar West",2025-01-13T02:30:00+00:00,2025-01-13T02:32:00+00:00,13,MH02FF4567,E-0011|CR-2001|evidence/CR-2001/CR-2001_CCTV_12.csv
CCTV0011-005,Bandra-Worli Sea Link Toll,2025-01-13T02:48:00+00:00,2025-01-13T02:50:00+00:00,unknown,,E-0011|CR-2001|evidence/CR-2001/CR-2001_CCTV_12.csv
CCTV0011-006,"Hotel Sahara Star, Vile Parle",2025-01-13T03:06:00+00:00,2025-01-13T03:08:00+00:00,unknown,MH02HH2345,E-0011|CR-2001|evidence/CR-2001/CR-2001_CCTV_12.csv
CCTV0011-007,"Dharavi Redevelopment Site, Sector 4",2025-01-13T03:24:00+00:00,2025-01-13T03:26:00+00:00,unknown,,E-0011|CR-2001|evidence/CR-2001/CR-2001_CCTV_12.csv
CCTV0011-008,Chhatrapati Shivaji Maharaj International Airport,2025-01-13T03:42:00+00:00,2025-01-13T03:44:00+00:00,unknown,MH02JJ0123,E-0011|CR-2001|evidence/CR-2001/CR-2001_CCTV_12.csv
CCTV0011-009,Mumbai Central Railway Station,2025-01-13T04:00:00+00:00,2025-01-13T04:02:00+00:00,unknown,,E-0011|CR-2001|evidence/CR-2001/CR-2001_CCTV_12.csv
CCTV0011-010,Byculla Jail Visiting Area,2025-01-13T04:18:00+00:00,2025-01-13T04:20:00+00:00,unknown,MH02LL8901,E-0011|CR-2001|evidence/CR-2001/CR-2001_CCTV_12.csv
CCTV0011-011,"Axis Bank Branch, Fort Area",2025-01-13T04:36:00+00:00,2025-01-13T04:38:00+00:00,unknown,,E-0011|CR-2001|evidence/CR-2001/CR-2001_CCTV_12.csv
CCTV0011-012,"HDFC Bank, Colaba Causeway",2025-01-13T04:54:00+00:00,2025-01-13T04:56:00+00:00,unknown,MH02NN6789,E-0011|CR-2001|evidence/CR-2001/CR-2001_CCTV_12.csv
CCTV0011-013,"ICICI Bank, Andheri Lokhandwala",2025-01-13T05:12:00+00:00,2025-01-13T05:14:00+00:00,unknown,,E-0011|CR-2001|evidence/CR-2001/CR-2001_CCTV_12.csv
CCTV0011-014,"SBI Main Branch, Ballard Estate",2025-01-13T05:30:00+00:00,2025-01-13T05:32:00+00:00,unknown,MH02PP4567,E-0011|CR-2001|evidence/CR-2001/CR-2001_CCTV_12.csv

# CrimeLink Demo Dataset v2 — SYNTHETIC data. Not real records.
