sighting_id,registration,timestamp,location,camera_id,direction,record_nonce
ANPR00307-000,MH02OO0123,2025-03-21T14:00:00+00:00,"Hotel Sea View, Juhu Tara Road",CAM-007,OUTBOUND,E-0307|CR-2008|evidence/CR-2008/CR-2008_ANPR_308.csv
ANPR00307-001,MH02PP4567,2025-03-21T16:00:00+00:00,"Parking Lot B, Chhatrapati Shivaji Terminus",CAM-008,INBOUND,E-0307|CR-2008|evidence/CR-2008/CR-2008_ANPR_308.csv
ANPR00307-002,MH02QQ8901,2025-03-21T18:00:00+00:00,"A/5, MIDC Andheri",CAM-009,OUTBOUND,E-0307|CR-2008|evidence/CR-2008/CR-2008_ANPR_308.csv
ANPR00307-003,MH02RR2345,2025-03-21T20:00:00+00:00,"B-102, Powai Lake View Apartments",CAM-000,INBOUND,E-0307|CR-2008|evidence/CR-2008/CR-2008_ANPR_308.csv
ANPR00307-004,MH02SS6789,2025-03-21T22:00:00+00:00,"Linking Road, Bandra West",CAM-001,OUTBOUND,E-0307|CR-2008|evidence/CR-2008/CR-2008_ANPR_308.csv
ANPR00307-005,MH02TT0123,2025-03-22T00:00:00+00:00,"Metro Junction Mall, Kalyan",CAM-002,INBOUND,E-0307|CR-2008|evidence/CR-2008/CR-2008_ANPR_308.csv
ANPR00307-006,MH02UU4567,2025-03-22T02:00:00+00:00,"A-7, Saki Naka, Andheri East",CAM-003,OUTBOUND,E-0307|CR-2008|evidence/CR-2008/CR-2008_ANPR_308.csv
ANPR00307-007,MH02VV8901,2025-03-22T04:00:00+00:00,"21, Marine Drive",CAM-004,INBOUND,E-0307|CR-2008|evidence/CR-2008/CR-2008_ANPR_308.csv
ANPR00307-008,MH02WW2345,2025-03-22T06:00:00+00:00,"Godown No. 3, Taloja MIDC",CAM-005,OUTBOUND,E-0307|CR-2008|evidence/CR-2008/CR-2008_ANPR_308.csv
ANPR00307-009,MH02XX6789,2025-03-22T08:00:00+00:00,Charni Road Garden,CAM-006,INBOUND,E-0307|CR-2008|evidence/CR-2008/CR-2008_ANPR_308.csv
ANPR00307-010,MH02YY0123,2025-03-22T10:00:00+00:00,"Malad Mindspace, Building 4",CAM-007,OUTBOUND,E-0307|CR-2008|evidence/CR-2008/CR-2008_ANPR_308.csv
ANPR00307-011,MH02ZZ4567,2025-03-22T12:00:00+00:00,"LBS Marg, Kurla West",CAM-008,INBOUND,E-0307|CR-2008|evidence/CR-2008/CR-2008_ANPR_308.csv
ANPR00307-012,MH02AAA890,2025-03-22T14:00:00+00:00,"Express Highway Toll Plaza, Vashi",CAM-009,OUTBOUND,E-0307|CR-2008|evidence/CR-2008/CR-2008_ANPR_308.csv
ANPR00307-013,MH02AB1234,2025-03-22T16:00:00+00:00,"R City Mall, Ghatkopar West",CAM-000,INBOUND,E-0307|CR-2008|evidence/CR-2008/CR-2008_ANPR_308.csv
ANPR00307-014,MH02CD5678,2025-03-22T18:00:00+00:00,Bandra-Worli Sea Link Toll,CAM-001,OUTBOUND,E-0307|CR-2008|evidence/CR-2008/CR-2008_ANPR_308.csv
ANPR00307-015,MH02EF9012,2025-03-22T20:00:00+00:00,"Hotel Sahara Star, Vile Parle",CAM-002,INBOUND,E-0307|CR-2008|evidence/CR-2008/CR-2008_ANPR_308.csv
ANPR00307-016,MH02GH3456,2025-03-22T22:00:00+00:00,"Dharavi Redevelopment Site, Sector 4",CAM-003,OUTBOUND,E-0307|CR-2008|evidence/CR-2008/CR-2008_ANPR_308.csv
ANPR00307-017,MH02IJ7890,2025-03-23T00:00:00+00:00,Chhatrapati Shivaji Maharaj International Airport,CAM-004,INBOUND,E-0307|CR-2008|evidence/CR-2008/CR-2008_ANPR_308.csv
ANPR00307-018,MH02KL2345,2025-03-23T02:00:00+00:00,Mumbai Central Railway Station,CAM-005,OUTBOUND,E-0307|CR-2008|evidence/CR-2008/CR-2008_ANPR_308.csv
ANPR00307-019,MH02MN6789,2025-03-23T04:00:00+00:00,Byculla Jail Visiting Area,CAM-006,INBOUND,E-0307|CR-2008|evidence/CR-2008/CR-2008_ANPR_308.csv

# CrimeLink Demo Dataset v2 — SYNTHETIC data. Not real records.
