sighting_id,registration,timestamp,location,camera_id,direction,record_nonce
ANPR00073-000,MH02UU4567,2025-02-24T02:00:00+00:00,"Dharavi Redevelopment Site, Sector 4",CAM-003,OUTBOUND,E-0073|CR-2007|evidence/CR-2007/CR-2007_ANPR_02.csv
ANPR00073-001,MH02VV8901,2025-02-24T04:00:00+00:00,Chhatrapati Shivaji Maharaj International Airport,CAM-004,INBOUND,E-0073|CR-2007|evidence/CR-2007/CR-2007_ANPR_02.csv
ANPR00073-002,MH02WW2345,2025-02-24T06:00:00+00:00,Mumbai Central Railway Station,CAM-005,OUTBOUND,E-0073|CR-2007|evidence/CR-2007/CR-2007_ANPR_02.csv
ANPR00073-003,MH02XX6789,2025-02-24T08:00:00+00:00,Byculla Jail Visiting Area,CAM-006,INBOUND,E-0073|CR-2007|evidence/CR-2007/CR-2007_ANPR_02.csv
ANPR00073-004,MH02YY0123,2025-02-24T10:00:00+00:00,"Axis Bank Branch, Fort Area",CAM-007,OUTBOUND,E-0073|CR-2007|evidence/CR-2007/CR-2007_ANPR_02.csv
ANPR00073-005,MH02ZZ4567,2025-02-24T12:00:00+00:00,"HDFC Bank, Colaba Causeway",CAM-008,INBOUND,E-0073|CR-2007|evidence/CR-2007/CR-2007_ANPR_02.csv
ANPR00073-006,MH02AAA890,2025-02-24T14:00:00+00:00,"ICICI Bank, Andheri Lokhandwala",CAM-009,OUTBOUND,E-0073|CR-2007|evidence/CR-2007/CR-2007_ANPR_02.csv
ANPR00073-007,MH02AB1234,2025-02-24T16:00:00+00:00,"SBI Main Branch, Ballard Estate",CAM-000,INBOUND,E-0073|CR-2007|evidence/CR-2007/CR-2007_ANPR_02.csv
ANPR00073-008,MH02CD5678,2025-02-24T18:00:00+00:00,"Yes Bank, BKC Branch",CAM-001,OUTBOUND,E-0073|CR-2007|evidence/CR-2007/CR-2007_ANPR_02.csv
ANPR00073-009,MH02EF9012,2025-02-24T20:00:00+00:00,"Kotak Mahindra, Lower Parel",CAM-002,INBOUND,E-0073|CR-2007|evidence/CR-2007/CR-2007_ANPR_02.csv
ANPR00073-010,MH02GH3456,2025-02-24T22:00:00+00:00,"Casino Paradise, Majestic Hotel",CAM-003,OUTBOUND,E-0073|CR-2007|evidence/CR-2007/CR-2007_ANPR_02.csv
ANPR00073-011,MH02IJ7890,2025-02-25T00:00:00+00:00,"Garage Complex, Sewri",CAM-004,INBOUND,E-0073|CR-2007|evidence/CR-2007/CR-2007_ANPR_02.csv
ANPR00073-012,MH02KL2345,2025-02-25T02:00:00+00:00,"A-24, Antop Hill Slum Redevelopment",CAM-005,OUTBOUND,E-0073|CR-2007|evidence/CR-2007/CR-2007_ANPR_02.csv
ANPR00073-013,MH02MN6789,2025-02-25T04:00:00+00:00,"Film City, Goregaon East",CAM-006,INBOUND,E-0073|CR-2007|evidence/CR-2007/CR-2007_ANPR_02.csv
ANPR00073-014,MH02OP0123,2025-02-25T06:00:00+00:00,"Backbay Reclamation, Nariman Point",CAM-007,OUTBOUND,E-0073|CR-2007|evidence/CR-2007/CR-2007_ANPR_02.csv
ANPR00073-015,MH02QR4567,2025-02-25T08:00:00+00:00,"Cuffe Parade, Tower 4",CAM-008,INBOUND,E-0073|CR-2007|evidence/CR-2007/CR-2007_ANPR_02.csv
ANPR00073-016,MH02ST8901,2025-02-25T10:00:00+00:00,"Pali Hill, Bandra West",CAM-009,OUTBOUND,E-0073|CR-2007|evidence/CR-2007/CR-2007_ANPR_02.csv
ANPR00073-017,MH02UV2345,2025-02-25T12:00:00+00:00,Versova Jetty,CAM-000,INBOUND,E-0073|CR-2007|evidence/CR-2007/CR-2007_ANPR_02.csv
ANPR00073-018,MH02WX6789,2025-02-25T14:00:00+00:00,"Dockyard Road, Yellow Gate",CAM-001,OUTBOUND,E-0073|CR-2007|evidence/CR-2007/CR-2007_ANPR_02.csv
ANPR00073-019,MH02YZ0123,2025-02-25T16:00:00+00:00,St. Xavier's College Campus,CAM-002,INBOUND,E-0073|CR-2007|evidence/CR-2007/CR-2007_ANPR_02.csv

# CrimeLink Demo Dataset v2 — SYNTHETIC data. Not real records.
