sighting_id,registration,timestamp,location,camera_id,direction,record_nonce
ANPR00253-000,MH02AA4567,2025-06-24T02:00:00+00:00,"Warehouse No. 7, Wadala Truck Terminal",CAM-003,OUTBOUND,E-0253|CR-2022|evidence/CR-2022/CR-2022_ANPR_02.csv
ANPR00253-001,MH02BB8901,2025-06-24T04:00:00+00:00,"Royal Palms, Goregaon East",CAM-004,INBOUND,E-0253|CR-2022|evidence/CR-2022/CR-2022_ANPR_02.csv
ANPR00253-002,MH02CC2345,2025-06-24T06:00:00+00:00,"C-15, Dadar West",CAM-005,OUTBOUND,E-0253|CR-2022|evidence/CR-2022/CR-2022_ANPR_02.csv
ANPR00253-003,MH02DD6789,2025-06-24T08:00:00+00:00,"Shop No. 22, Crawford Market",CAM-006,INBOUND,E-0253|CR-2022|evidence/CR-2022/CR-2022_ANPR_02.csv
ANPR00253-004,MH02EE0123,2025-06-24T10:00:00+00:00,"Hotel Sea View, Juhu Tara Road",CAM-007,OUTBOUND,E-0253|CR-2022|evidence/CR-2022/CR-2022_ANPR_02.csv
ANPR00253-005,MH02FF4567,2025-06-24T12:00:00+00:00,"Parking Lot B, Chhatrapati Shivaji Terminus",CAM-008,INBOUND,E-0253|CR-2022|evidence/CR-2022/CR-2022_ANPR_02.csv
ANPR00253-006,MH02GG8901,2025-06-24T14:00:00+00:00,"A/5, MIDC Andheri",CAM-009,OUTBOUND,E-0253|CR-2022|evidence/CR-2022/CR-2022_ANPR_02.csv
ANPR00253-007,MH02HH2345,2025-06-24T16:00:00+00:00,"B-102, Powai Lake View Apartments",CAM-000,INBOUND,E-0253|CR-2022|evidence/CR-2022/CR-2022_ANPR_02.csv
ANPR00253-008,MH02II6789,2025-06-24T18:00:00+00:00,"Linking Road, Bandra West",CAM-001,OUTBOUND,E-0253|CR-2022|evidence/CR-2022/CR-2022_ANPR_02.csv
ANPR00253-009,MH02JJ0123,2025-06-24T20:00:00+00:00,"Metro Junction Mall, Kalyan",CAM-002,INBOUND,E-0253|CR-2022|evidence/CR-2022/CR-2022_ANPR_02.csv
ANPR00253-010,MH02KK4567,2025-06-24T22:00:00+00:00,"A-7, Saki Naka, Andheri East",CAM-003,OUTBOUND,E-0253|CR-2022|evidence/CR-2022/CR-2022_ANPR_02.csv
ANPR00253-011,MH02LL8901,2025-06-25T00:00:00+00:00,"21, Marine Drive",CAM-004,INBOUND,E-0253|CR-2022|evidence/CR-2022/CR-2022_ANPR_02.csv
ANPR00253-012,MH02MM2345,2025-06-25T02:00:00+00:00,"Godown No. 3, Taloja MIDC",CAM-005,OUTBOUND,E-0253|CR-2022|evidence/CR-2022/CR-2022_ANPR_02.csv
ANPR00253-013,MH02NN6789,2025-06-25T04:00:00+00:00,Charni Road Garden,CAM-006,INBOUND,E-0253|CR-2022|evidence/CR-2022/CR-2022_ANPR_02.csv
ANPR00253-014,MH02OO0123,2025-06-25T06:00:00+00:00,"Malad Mindspace, Building 4",CAM-007,OUTBOUND,E-0253|CR-2022|evidence/CR-2022/CR-2022_ANPR_02.csv
ANPR00253-015,MH02PP4567,2025-06-25T08:00:00+00:00,"LBS Marg, Kurla West",CAM-008,INBOUND,E-0253|CR-2022|evidence/CR-2022/CR-2022_ANPR_02.csv
ANPR00253-016,MH02QQ8901,2025-06-25T10:00:00+00:00,"Express Highway Toll Plaza, Vashi",CAM-009,OUTBOUND,E-0253|CR-2022|evidence/CR-2022/CR-2022_ANPR_02.csv
ANPR00253-017,MH02RR2345,2025-06-25T12:00:00+00:00,"R City Mall, Ghatkopar West",CAM-000,INBOUND,E-0253|CR-2022|evidence/CR-2022/CR-2022_ANPR_02.csv
ANPR00253-018,MH02SS6789,2025-06-25T14:00:00+00:00,Bandra-Worli Sea Link Toll,CAM-001,OUTBOUND,E-0253|CR-2022|evidence/CR-2022/CR-2022_ANPR_02.csv
ANPR00253-019,MH02TT0123,2025-06-25T16:00:00+00:00,"Hotel Sahara Star, Vile Parle",CAM-002,INBOUND,E-0253|CR-2022|evidence/CR-2022/CR-2022_ANPR_02.csv

# CrimeLink Demo Dataset v2 — SYNTHETIC data. Not real records.
