sighting_id,registration,timestamp,location,camera_id,direction,record_nonce
ANPR00040-000,MH02AB1234,2025-01-29T08:00:00+00:00,Versova Jetty,CAM-000,INBOUND,E-0040|CR-2004|evidence/CR-2004/CR-2004_ANPR_05.csv
ANPR00040-001,MH02CD5678,2025-01-29T10:00:00+00:00,"Dockyard Road, Yellow Gate",CAM-001,OUTBOUND,E-0040|CR-2004|evidence/CR-2004/CR-2004_ANPR_05.csv
ANPR00040-002,MH02EF9012,2025-01-29T12:00:00+00:00,St. Xavier's College Campus,CAM-002,INBOUND,E-0040|CR-2004|evidence/CR-2004/CR-2004_ANPR_05.csv
ANPR00040-003,MH02GH3456,2025-01-29T14:00:00+00:00,Bandra Reclamation Promenade,CAM-003,OUTBOUND,E-0040|CR-2004|evidence/CR-2004/CR-2004_ANPR_05.csv
ANPR00040-004,MH02IJ7890,2025-01-29T16:00:00+00:00,Mahalaxmi Race Course,CAM-004,INBOUND,E-0040|CR-2004|evidence/CR-2004/CR-2004_ANPR_05.csv
ANPR00040-005,MH02KL2345,2025-01-29T18:00:00+00:00,"BMC Ward Office, H West",CAM-005,OUTBOUND,E-0040|CR-2004|evidence/CR-2004/CR-2004_ANPR_05.csv
ANPR00040-006,MH02MN6789,2025-01-29T20:00:00+00:00,MRA Marg Police Station,CAM-006,INBOUND,E-0040|CR-2004|evidence/CR-2004/CR-2004_ANPR_05.csv
ANPR00040-007,MH02OP0123,2025-01-29T22:00:00+00:00,"Crime Branch Unit 3, Crawford Market",CAM-007,OUTBOUND,E-0040|CR-2004|evidence/CR-2004/CR-2004_ANPR_05.csv
ANPR00040-008,MH02QR4567,2025-01-30T00:00:00+00:00,"Forensic Science Lab, Kalina",CAM-008,INBOUND,E-0040|CR-2004|evidence/CR-2004/CR-2004_ANPR_05.csv
ANPR00040-009,MH02ST8901,2025-01-30T02:00:00+00:00,"Customs Warehouse, JNPT",CAM-009,OUTBOUND,E-0040|CR-2004|evidence/CR-2004/CR-2004_ANPR_05.csv
ANPR00040-010,MH02UV2345,2025-01-30T04:00:00+00:00,"12, Sector 17, Navi Mumbai",CAM-000,INBOUND,E-0040|CR-2004|evidence/CR-2004/CR-2004_ANPR_05.csv
ANPR00040-011,MH02WX6789,2025-01-30T06:00:00+00:00,"B-44, Andheri West, Mumbai",CAM-001,OUTBOUND,E-0040|CR-2004|evidence/CR-2004/CR-2004_ANPR_05.csv
ANPR00040-012,MH02YZ0123,2025-01-30T08:00:00+00:00,"Flat 301, Bandra Kurla Complex",CAM-002,INBOUND,E-0040|CR-2004|evidence/CR-2004/CR-2004_ANPR_05.csv
ANPR00040-013,MH02AA4567,2025-01-30T10:00:00+00:00,"Warehouse No. 7, Wadala Truck Terminal",CAM-003,OUTBOUND,E-0040|CR-2004|evidence/CR-2004/CR-2004_ANPR_05.csv
ANPR00040-014,MH02BB8901,2025-01-30T12:00:00+00:00,"Royal Palms, Goregaon East",CAM-004,INBOUND,E-0040|CR-2004|evidence/CR-2004/CR-2004_ANPR_05.csv
ANPR00040-015,MH02CC2345,2025-01-30T14:00:00+00:00,"C-15, Dadar West",CAM-005,OUTBOUND,E-0040|CR-2004|evidence/CR-2004/CR-2004_ANPR_05.csv
ANPR00040-016,MH02DD6789,2025-01-30T16:00:00+00:00,"Shop No. 22, Crawford Market",CAM-006,INBOUND,E-0040|CR-2004|evidence/CR-2004/CR-2004_ANPR_05.csv
ANPR00040-017,MH02EE0123,2025-01-30T18:00:00+00:00,"Hotel Sea View, Juhu Tara Road",CAM-007,OUTBOUND,E-0040|CR-2004|evidence/CR-2004/CR-2004_ANPR_05.csv
ANPR00040-018,MH02FF4567,2025-01-30T20:00:00+00:00,"Parking Lot B, Chhatrapati Shivaji Terminus",CAM-008,INBOUND,E-0040|CR-2004|evidence/CR-2004/CR-2004_ANPR_05.csv
ANPR00040-019,MH02GG8901,2025-01-30T22:00:00+00:00,"A/5, MIDC Andheri",CAM-009,OUTBOUND,E-0040|CR-2004|evidence/CR-2004/CR-2004_ANPR_05.csv

# CrimeLink Demo Dataset v2 — SYNTHETIC data. Not real records.
