clip_id,camera_location,timestamp_start,timestamp_end,persons_observed,vehicle_reg,record_nonce
CCTV0121-000,Byculla Jail Visiting Area,2025-03-25T10:18:00+00:00,2025-03-25T10:20:00+00:00,8,MH02IJ7890,E-0121|CR-2011|evidence/CR-2011/CR-2011_CCTV_02.csv
CCTV0121-001,"Axis Bank Branch, Fort Area",2025-03-25T10:36:00+00:00,2025-03-25T10:38:00+00:00,8,,E-0121|CR-2011|evidence/CR-2011/CR-2011_CCTV_02.csv
CCTV0121-002,"HDFC Bank, Colaba Causeway",2025-03-25T10:54:00+00:00,2025-03-25T10:56:00+00:00,8,MH02MN6789,E-0121|CR-2011|evidence/CR-2011/CR-2011_CCTV_02.csv
CCTV0121-003,"ICICI Bank, Andheri Lokhandwala",2025-03-25T11:12:00+00:00,2025-03-25T11:14:00+00:00,8,,E-0121|CR-2011|evidence/CR-2011/CR-2011_CCTV_02.csv
CCTV0121-004,"SBI Main Branch, Ballard Estate",2025-03-25T11:30:00+00:00,2025-03-25T11:32:00+00:00,8,MH02QR4567,E-0121|CR-2011|evidence/CR-2011/CR-2011_CCTV_02.csv
CCTV0121-005,"Yes Bank, BKC Branch",2025-03-25T11:48:00+00:00,2025-03-25T11:50:00+00:00,unknown,,E-0121|CR-2011|evidence/CR-2011/CR-2011_CCTV_02.csv
CCTV0121-006,"Kotak Mahindra, Lower Parel",2025-03-25T12:06:00+00:00,2025-03-25T12:08:00+00:00,unknown,MH02UV2345,E-0121|CR-2011|evidence/CR-2011/CR-2011_CCTV_02.csv
CCTV0121-007,"Casino Paradise, Majestic Hotel",2025-03-25T12:24:00+00:00,2025-03-25T12:26:00+00:00,unknown,,E-0121|CR-2011|evidence/CR-2011/CR-2011_CCTV_02.csv
CCTV0121-008,"Garage Complex, Sewri",2025-03-25T12:42:00+00:00,2025-03-25T12:44:00+00:00,unknown,MH02YZ0123,E-0121|CR-2011|evidence/CR-2011/CR-2011_CCTV_02.csv
CCTV0121-009,"A-24, Antop Hill Slum Redevelopment",2025-03-25T13:00:00+00:00,2025-03-25T13:02:00+00:00,unknown,,E-0121|CR-2011|evidence/CR-2011/CR-2011_CCTV_02.csv
CCTV0121-010,"Film City, Goregaon East",2025-03-25T13:18:00+00:00,2025-03-25T13:20:00+00:00,unknown,MH02BB8901,E-0121|CR-2011|evidence/CR-2011/CR-2011_CCTV_02.csv
CCTV0121-011,"Backbay Reclamation, Nariman Point",2025-03-25T13:36:00+00:00,2025-03-25T13:38:00+00:00,unknown,,E-0121|CR-2011|evidence/CR-2011/CR-2011_CCTV_02.csv
CCTV0121-012,"Cuffe Parade, Tower 4",2025-03-25T13:54:00+00:00,2025-03-25T13:56:00+00:00,unknown,MH02DD6789,E-0121|CR-2011|evidence/CR-2011/CR-2011_CCTV_02.csv
CCTV0121-013,"Pali Hill, Bandra West",2025-03-25T14:12:00+00:00,2025-03-25T14:14:00+00:00,unknown,,E-0121|CR-2011|evidence/CR-2011/CR-2011_CCTV_02.csv
CCTV0121-014,Versova Jetty,2025-03-25T14:30:00+00:00,2025-03-25T14:32:00+00:00,unknown,MH02FF4567,E-0121|CR-2011|evidence/CR-2011/CR-2011_CCTV_02.csv

# CrimeLink Demo Dataset v2 — SYNTHETIC data. Not real records.
